Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region
C_CND_015458,45110,Filip,Male,582500,Saab-Belle Dodge,Acura,RL,Overhead Camshaft,Manual,Pale White,34500,60504-7114,SUV,8082279,Aurora
C_CND_015459,45110,Monserrat,Male,13500,Enterprise Rent A Car,BMW,323i,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,22000,60504-7114,Hatchback,6437227,Aurora
C_CND_015460,45110,Montserrat,Male,1601000,Gartner Buick Hyundai Saab,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20100,38701-8047,SUV,8249714,Greenville
C_CND_015461,45110,Mya,Male,13500,Hatfield Volkswagen,Pontiac,Sunfire,DoubleÃ‚Â Overhead Camshaft,Auto,Black,18000,99301-3882,Sedan,6460428,Pasco
C_CND_015462,45110,Naomi,Male,1225000,Iceberg Rentals,Audi,A6,Overhead Camshaft,Manual,Black,15500,53546-9427,SUV,6032205,Janesville
C_CND_015463,45110,Izabella,Male,700000,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,22001,06457-3834,Hatchback,6899177,Middletown
C_CND_015464,45110,Jacqueline,Male,13500,C & M Motors Inc,Acura,TL,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,24001,60504-7114,Hatchback,7651846,Aurora
C_CND_015465,45110,Jane,Male,520000,Capitol KIA,Lexus,LS400,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,27001,38701-8047,Sedan,8986988,Greenville
C_CND_015466,45110,Jasmine,Female,692000,Chrysler of Tri-Cities,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,25000,99301-3882,Sedan,8373755,Pasco
C_CND_015467,45110,Livia,Male,1102000,Rabun Used Car Sales,BMW,323i,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,22200,85257-3102,Hatchback,6770712,Scottsdale
C_CND_015468,45110,Bryan,Male,13500,Star Enterprises Inc,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,16001,99301-3882,Hardtop,6795912,Pasco
C_CND_015469,45110,Louisa,Male,13500,Ryder Truck Rental and Leasing,Saab,45903,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,69000,06457-3834,Sedan,6856671,Middletown
C_CND_015470,45110,Lucia,Male,437500,Saab-Belle Dodge,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,27500,60504-7114,Passenger,6145253,Aurora
C_CND_015471,45111,Guillaune,Female,13500,Clay Johnson Auto Sales,Plymouth,Neon,Overhead Camshaft,Manual,Black,29001,78758-7841,SUV,6058887,Austin
C_CND_015472,45111,Lou,Male,13500,Diehl Motor CO Inc,Acura,RL,Overhead Camshaft,Manual,Pale White,34001,06457-3834,SUV,6694635,Middletown
C_CND_015473,45111,Maxence,Male,910000,Enterprise Rent A Car,Dodge,Avenger,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,22001,60504-7114,Passenger,6425214,Aurora
C_CND_015474,45111,Quentin,Male,1290000,Gartner Buick Hyundai Saab,Toyota,Camry,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,31001,38701-8047,Hatchback,7704399,Greenville
C_CND_015475,45111,Christophe,Female,815000,Hatfield Volkswagen,Mercedes-B,S-Class,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,10001,99301-3882,SUV,8410060,Pasco
C_CND_015476,45111,Manon,Female,465000,Iceberg Rentals,Acura,RL,Overhead Camshaft,Manual,Pale White,17001,53546-9427,SUV,8477246,Janesville
C_CND_015477,45111,Iliane,Male,13500,McKinney Dodge Chrysler Jeep,Chevrolet,Metro,DoubleÃ‚Â Overhead Camshaft,Auto,Black,31001,85257-3102,Passenger,7376056,Scottsdale
C_CND_015478,45111,Aubrey,Male,935000,Tri-State Mack Inc,Ford,Focus,Overhead Camshaft,Manual,Pale White,17001,85257-3102,Hardtop,8863096,Scottsdale
C_CND_015479,45111,Francesco,Male,13500,Star Enterprises Inc,Volvo,C70,Overhead Camshaft,Manual,Black,17000,99301-3882,Hatchback,6206491,Pasco
C_CND_015480,45111,Francis,Male,358000,Suburban Ford,Lincoln,Town car,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,18000,53546-9427,Hatchback,7188226,Janesville
C_CND_015481,45111,Frank,Male,523000,Tri-State Mack Inc,Mitsubishi,Galant,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,36000,85257-3102,Passenger,8207140,Scottsdale
C_CND_015482,45111,Frederick,Male,485000,U-Haul CO,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,16000,78758-7841,SUV,8509323,Austin
C_CND_015483,45111,Gabriel,Male,800000,Progressive Shippers Cooperative Association No,Volkswagen,GTI,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,25000,53546-9427,SUV,7724543,Janesville
C_CND_015484,45111,Gavin,Male,632000,Rabun Used Car Sales,Pontiac,Grand Prix,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,69000,85257-3102,Passenger,6092636,Scottsdale
C_CND_015485,45111,Nashla,Male,13500,McKinney Dodge Chrysler Jeep,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Black,12000,85257-3102,Sedan,8087187,Scottsdale
C_CND_015486,45111,Natalia,Female,3600000,Motor Vehicle Branch Office,Cadillac,Escalade,DoubleÃ‚Â Overhead Camshaft,Auto,Black,28000,78758-7841,Sedan,8395830,Austin
C_CND_015487,45111,Natalie,Male,1930000,Nebo Chevrolet,Jeep,Wrangler,Overhead Camshaft,Manual,Pale White,13000,06457-3834,Hatchback,7021999,Middletown
C_CND_015488,45111,Nathalie,Male,2570000,New Castle Ford Lincoln Mercury,Acura,TL,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,16000,60504-7114,Hatchback,8066387,Aurora
C_CND_015489,45111,Nathaly,Female,13500,Pars Auto Sales,Chrysler,300M,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,22000,38701-8047,SUV,6874627,Greenville
C_CND_015490,45111,Nayeli,Male,2216000,Pitre Buick-Pontiac-Gmc of Scottsdale,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Black,19600,99301-3882,SUV,6933911,Pasco
C_CND_015491,45111,Nevaeh,Male,2110000,Progressive Shippers Cooperative Association No,Toyota,Camry,Overhead Camshaft,Manual,Black,29000,53546-9427,Hatchback,6459522,Janesville
C_CND_015492,45111,Wilson,Male,655000,Rabun Used Car Sales,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,25001,85257-3102,Hardtop,6759985,Scottsdale
C_CND_015493,45111,Jessica,Female,670000,Classic Chevy,Saturn,LW,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,18000,85257-3102,Hatchback,6009872,Scottsdale
C_CND_015494,45111,Jordyn,Male,440000,Clay Johnson Auto Sales,Volkswagen,Jetta,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,22000,78758-7841,Passenger,7984496,Austin
C_CND_015495,45111,Yariel,Female,450000,Tri-State Mack Inc,Chrysler,Concorde,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,46000,85257-3102,Hardtop,6897095,Scottsdale
C_CND_015496,45111,Joyce,Female,595000,Enterprise Rent A Car,Volvo,C70,DoubleÃ‚Â Overhead Camshaft,Auto,Black,18000,60504-7114,Hatchback,6613618,Aurora
C_CND_015497,45111,Julia,Female,620000,Gartner Buick Hyundai Saab,BMW,323i,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,19000,38701-8047,Hatchback,7213220,Greenville
C_CND_015498,45111,Juliana,Male,733000,Hatfield Volkswagen,Mercedes-B,S-Class,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,14000,99301-3882,SUV,6046327,Pasco
C_CND_015499,45111,Lucy,Male,421000,Scrivener Performance Engineering,Oldsmobile,Aurora,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,24000,38701-8047,Passenger,6991456,Greenville
C_CND_015500,45111,Caleb,Male,307000,U-Haul CO,Audi,A4,Overhead Camshaft,Manual,Pale White,12001,78758-7841,Hardtop,6593087,Austin
C_CND_015501,45111,Mackenzie,Male,3200000,Suburban Ford,Toyota,Land Cruiser,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,12000,53546-9427,SUV,6233804,Janesville
C_CND_015502,45111,Calvin,Male,2200000,Buddy Storbeck's Diesel Service Inc,Chrysler,Concorde,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,46001,06457-3834,Hardtop,6862027,Middletown
C_CND_015503,45111,Madeline,Male,13500,U-Haul CO,Lincoln,Navigator,Overhead Camshaft,Manual,Pale White,33000,78758-7841,Sedan,7089076,Austin
C_CND_015504,45111,Madelyn,Male,1042500,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Van,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,12250,06457-3834,Hatchback,8334560,Middletown
C_CND_015505,45111,Madison,Male,655000,C & M Motors Inc,Volvo,V40,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,18000,60504-7114,SUV,8681770,Aurora
C_CND_015506,45114,Lila,Female,455000,Star Enterprises Inc,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19001,99301-3882,Hardtop,6948713,Pasco
C_CND_015507,45114,Mathias,Male,600000,Nebo Chevrolet,Chevrolet,Corvette,Overhead Camshaft,Manual,Black,26001,06457-3834,SUV,6281075,Middletown
C_CND_015508,45114,Laura,Male,665000,New Castle Ford Lincoln Mercury,Jeep,Cherokee,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,36001,60504-7114,Sedan,7833059,Aurora
C_CND_015509,45114,Julie,Male,412500,New Castle Ford Lincoln Mercury,Volkswagen,Beetle,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,45500,60504-7114,Hardtop,7458512,Aurora
C_CND_015510,45114,Mathilde,Female,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Mitsubishi,3000GT,Overhead Camshaft,Manual,Pale White,21001,99301-3882,Sedan,8594540,Pasco
C_CND_015511,45114,Juliet,Male,452000,Pars Auto Sales,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,14000,38701-8047,Hardtop,8403471,Greenville
C_CND_015512,45114,Ilman,Male,670000,Rabun Used Car Sales,Lexus,GS300,Overhead Camshaft,Manual,Pale White,17001,85257-3102,Passenger,6325122,Scottsdale
C_CND_015513,45114,Baptiste,Male,600000,Race Car Help,Chrysler,LHS,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,21001,78758-7841,Hatchback,8045013,Austin
C_CND_015514,45114,Juliette,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Subaru,Forester,Overhead Camshaft,Manual,Pale White,26000,99301-3882,Hardtop,7595293,Pasco
C_CND_015515,45114,Julie,Male,930000,Saab-Belle Dodge,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,28001,60504-7114,Sedan,7118175,Aurora
C_CND_015516,45114,Justine,Male,760000,Scrivener Performance Engineering,Chrysler,LHS,Overhead Camshaft,Manual,Black,51001,38701-8047,Hatchback,6707856,Greenville
C_CND_015517,45114,Emy,Male,680000,Star Enterprises Inc,Saab,45903,DoubleÃ‚Â Overhead Camshaft,Auto,Black,18001,99301-3882,Sedan,7716458,Pasco
C_CND_015518,45114,Alain,Male,665000,Suburban Ford,Dodge,Ram Van,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,31001,53546-9427,Hatchback,7962968,Janesville
C_CND_015519,45114,Lucas,Female,525000,Tri-State Mack Inc,Chevrolet,Impala,Overhead Camshaft,Manual,Pale White,14001,85257-3102,Hatchback,8692695,Scottsdale
C_CND_015520,45114,Kate,Male,510000,Race Car Help,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,29000,78758-7841,Hardtop,7384180,Austin
C_CND_015521,45114,Gavriel,Male,545000,Race Car Help,Nissan,Frontier,Overhead Camshaft,Manual,Black,53000,78758-7841,Hatchback,6190739,Austin
C_CND_015522,45114,George,Female,13500,Ryder Truck Rental and Leasing,Chevrolet,Impala,Overhead Camshaft,Manual,Pale White,22000,06457-3834,Hatchback,8187617,Middletown
C_CND_015523,45114,Giovanni,Male,1152000,Saab-Belle Dodge,Saturn,LW,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,18200,60504-7114,Hatchback,6513464,Aurora
C_CND_015524,45114,Giuseppe,Male,475000,Scrivener Performance Engineering,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14000,38701-8047,Sedan,7260324,Greenville
C_CND_015525,45114,Graham,Male,558000,Star Enterprises Inc,Saab,45903,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,69000,99301-3882,Sedan,7334844,Pasco
C_CND_015526,45114,Grant,Male,13500,Suburban Ford,Volvo,S40,DoubleÃ‚Â Overhead Camshaft,Auto,Black,17000,53546-9427,Sedan,8988686,Janesville
C_CND_015527,45114,Grayson,Male,789000,Tri-State Mack Inc,Volkswagen,Passat,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,13000,85257-3102,Hatchback,8626120,Scottsdale
C_CND_015528,45114,Gregory,Male,13500,U-Haul CO,Dodge,Viper,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,23000,78758-7841,SUV,6055735,Austin
C_CND_015529,45114,Greyson,Male,13500,Buddy Storbeck's Diesel Service Inc,Jeep,Wrangler,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,13000,06457-3834,Hatchback,6295924,Middletown
C_CND_015530,45114,Mckenzie,Male,1145000,Chrysler of Tri-Cities,Honda,Passport,Overhead Camshaft,Manual,Pale White,27500,99301-3882,Hardtop,6531554,Pasco
C_CND_015531,45114,Hamza,Male,13500,Capitol KIA,Oldsmobile,Silhouette,DoubleÃ‚Â Overhead Camshaft,Auto,Black,60000,38701-8047,Sedan,7723435,Greenville
C_CND_015532,45114,Harrison,Male,13500,Chrysler of Tri-Cities,Saturn,SL,DoubleÃ‚Â Overhead Camshaft,Auto,Black,11000,99301-3882,SUV,7761771,Pasco
C_CND_015533,45114,Harry,Male,740000,Chrysler Plymouth,Pontiac,Grand Am,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,31000,53546-9427,SUV,7988101,Janesville
C_CND_015534,45114,Hayden,Male,871000,Classic Chevy,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,18000,85257-3102,SUV,7009299,Scottsdale
C_CND_015535,45114,Aylin,Male,1581000,Motor Vehicle Branch Office,Mitsubishi,Montero Sport,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,53100,78758-7841,Hardtop,6959899,Austin
C_CND_015536,45114,Nicole,Male,855000,Rabun Used Car Sales,Volvo,S80,Overhead Camshaft,Manual,Pale White,25000,85257-3102,Sedan,8972400,Scottsdale
C_CND_015537,45114,Nina,Male,771000,Race Car Help,Lexus,LS400,Overhead Camshaft,Manual,Pale White,54000,78758-7841,Sedan,7746982,Austin
C_CND_015538,45114,Nyla,Female,905000,Ryder Truck Rental and Leasing,Chevrolet,Camaro,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,24000,06457-3834,Sedan,8457085,Middletown
C_CND_015539,45114,Nylah,Male,2513000,Saab-Belle Dodge,Lexus,LS400,DoubleÃ‚Â Overhead Camshaft,Auto,Black,22300,60504-7114,Sedan,8287223,Aurora
C_CND_015540,45114,Olivia,Male,1900000,Scrivener Performance Engineering,Dodge,Ram Wagon,DoubleÃ‚Â Overhead Camshaft,Auto,Black,22000,38701-8047,Passenger,7250520,Greenville
C_CND_015541,45114,Paige,Female,1700000,Star Enterprises Inc,Mercedes-B,SLK230,DoubleÃ‚Â Overhead Camshaft,Auto,Black,33000,99301-3882,Hatchback,6436876,Pasco
C_CND_015542,45114,Pamela,Male,1620000,Suburban Ford,Dodge,Viper,Overhead Camshaft,Manual,Black,26000,53546-9427,SUV,8153448,Janesville
C_CND_015543,45114,Paris,Male,3550000,Tri-State Mack Inc,Buick,Regal,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,38000,85257-3102,Passenger,6824377,Scottsdale
C_CND_015544,45114,Penelope,Male,1980000,U-Haul CO,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,16000,78758-7841,SUV,7245024,Austin
C_CND_015545,45114,Tiffany,Male,13500,Progressive Shippers Cooperative Association No,Nissan,Pathfinder,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,46000,53546-9427,Hardtop,7113654,Janesville
C_CND_015546,45114,Rachel,Male,1861000,Rabun Used Car Sales,Nissan,Quest,Overhead Camshaft,Manual,Black,38100,85257-3102,SUV,8366184,Scottsdale
C_CND_015547,45114,Rebecca,Male,13500,Race Car Help,Cadillac,Catera,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,28000,78758-7841,Hatchback,6650071,Austin
C_CND_015548,45114,Riley,Male,1402000,Ryder Truck Rental and Leasing,Dodge,Ram Van,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,12200,06457-3834,Hatchback,8471347,Middletown
C_CND_015549,45114,Rose,Female,13500,Saab-Belle Dodge,Chrysler,LHS,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,21000,60504-7114,Hatchback,7381767,Aurora
C_CND_015550,45114,Ruby,Male,1905000,Scrivener Performance Engineering,Audi,A6,DoubleÃ‚Â Overhead Camshaft,Auto,Black,27500,38701-8047,SUV,6793773,Greenville
C_CND_015551,45114,Julianna,Male,675000,Iceberg Rentals,Lincoln,Town car,DoubleÃ‚Â Overhead Camshaft,Auto,Black,26000,53546-9427,Hatchback,6719283,Janesville
C_CND_015552,45114,Julie,Female,375000,McKinney Dodge Chrysler Jeep,Audi,A6,DoubleÃ‚Â Overhead Camshaft,Auto,Black,14000,85257-3102,SUV,7086937,Scottsdale
C_CND_015553,45114,Juliet,Female,426000,Motor Vehicle Branch Office,BMW,528i,Overhead Camshaft,Manual,Pale White,14000,78758-7841,SUV,7315595,Austin
C_CND_015554,45114,Juliette,Female,1505000,Nebo Chevrolet,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,22500,06457-3834,Hatchback,6629543,Middletown
C_CND_015555,45114,Kaitlyn,Male,1630000,New Castle Ford Lincoln Mercury,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,23000,60504-7114,Hatchback,6447855,Aurora
C_CND_015556,45114,Zachary,Male,13500,Progressive Shippers Cooperative Association No,Honda,Passport,Overhead Camshaft,Manual,Black,22000,53546-9427,Hardtop,8626028,Janesville
C_CND_015557,45114,Katherine,Female,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Lexus,GS400,Overhead Camshaft,Manual,Black,53000,99301-3882,Hatchback,8249612,Pasco
C_CND_015558,45114,Kathryn,Female,13500,Progressive Shippers Cooperative Association No,Acura,RL,DoubleÃ‚Â Overhead Camshaft,Auto,Black,24000,53546-9427,SUV,6744055,Janesville
C_CND_015559,45114,Kayla,Female,13500,Rabun Used Car Sales,Chrysler,Cirrus,Overhead Camshaft,Manual,Pale White,24000,85257-3102,Passenger,7097877,Scottsdale
C_CND_015560,45114,Kaylee,Female,357500,Race Car Help,Chrysler,Cirrus,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,12501,78758-7841,Passenger,8808858,Austin
C_CND_015561,45114,Kira,Male,13500,Ryder Truck Rental and Leasing,Volvo,V40,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,18001,06457-3834,SUV,6843123,Middletown
C_CND_015562,45114,Kylie,Male,13500,Saab-Belle Dodge,Buick,Park Avenue,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,62000,60504-7114,Hatchback,6282119,Aurora
C_CND_015563,45114,Zion,Male,1180000,Rabun Used Car Sales,Ford,Ranger,DoubleÃ‚Â Overhead Camshaft,Auto,Black,61001,85257-3102,Hardtop,8741423,Scottsdale
C_CND_015564,45114,Ahmed,Male,1190000,Suburban Ford,Mercury,Mountaineer,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,21000,53546-9427,Hardtop,7490292,Janesville
C_CND_015565,45114,Laura,Male,13500,Suburban Ford,Jeep,Cherokee,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,36000,53546-9427,Sedan,7634726,Janesville
C_CND_015566,45114,Chase,Male,2375000,Diehl Motor CO Inc,Nissan,Pathfinder,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,31501,06457-3834,Hardtop,6545505,Middletown
C_CND_015567,45114,Maeve,Male,561000,Chrysler of Tri-Cities,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22000,99301-3882,SUV,7270113,Pasco
C_CND_015568,45114,Malak,Male,635000,Chrysler Plymouth,Mitsubishi,Diamante,Overhead Camshaft,Manual,Pale White,12000,53546-9427,Hatchback,6848373,Janesville
C_CND_015569,45114,Malka,Male,1010000,Classic Chevy,Acura,Integra,DoubleÃ‚Â Overhead Camshaft,Auto,Black,45000,85257-3102,Passenger,7455395,Scottsdale
C_CND_015570,45114,Malky,Male,1025000,Clay Johnson Auto Sales,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14500,78758-7841,Passenger,6013342,Austin
C_CND_015571,45114,Margaret,Female,555000,Diehl Motor CO Inc,Toyota,4Runner,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,35000,06457-3834,Sedan,8576531,Janesville
C_CND_015572,45114,Margot,Male,1102000,Enterprise Rent A Car,Toyota,Camry,Overhead Camshaft,Manual,Black,34200,60504-7114,Hatchback,6150439,Scottsdale
C_CND_015573,45114,Declan,Male,1120000,Race Car Help,Ford,Ranger,Overhead Camshaft,Manual,Black,18000,78758-7841,Hardtop,6072828,Austin
C_CND_015574,45114,Mariam,Male,550000,Hatfield Volkswagen,Nissan,Frontier,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,26000,99301-3882,Hatchback,6586102,Scottsdale
C_CND_015575,45114,Dominic,Male,915000,Star Enterprises Inc,Chevrolet,Malibu,DoubleÃ‚Â Overhead Camshaft,Auto,Black,16000,99301-3882,Hardtop,8721324,Pasco
C_CND_015576,45114,Dovid,Male,770000,U-Haul CO,Infiniti,I30,Overhead Camshaft,Manual,Pale White,22000,78758-7841,Hardtop,6931795,Austin
C_CND_015577,45114,Maryam,Male,1375000,Motor Vehicle Branch Office,Chevrolet,Metro,Overhead Camshaft,Manual,Pale White,13500,78758-7841,Passenger,6069037,Aurora
C_CND_015578,45114,Dylan,Male,780000,Progressive Shippers Cooperative Association No,Plymouth,Breeze,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,39000,53546-9427,Hardtop,6463232,Janesville
C_CND_015579,45114,Maya,Male,1506000,New Castle Ford Lincoln Mercury,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,12600,60504-7114,Hatchback,8707891,Pasco
C_CND_015580,45114,Melanie,Male,1350000,Pars Auto Sales,Toyota,4Runner,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,35000,38701-8047,Sedan,6906573,Janesville
C_CND_015581,45115,Mathieu,Female,1410000,Rabun Used Car Sales,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Pale White,26001,85257-3102,Hatchback,7399058,Scottsdale
C_CND_015582,45115,Tom,Male,13500,Race Car Help,Mercedes-B,SLK,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,36001,78758-7841,Passenger,7869500,Austin
C_CND_015583,45115,Jules,Male,1055000,Ryder Truck Rental and Leasing,Acura,RL,Overhead Camshaft,Manual,Pale White,31501,06457-3834,SUV,8548111,Middletown
C_CND_015584,45115,Oceane,Male,13500,Saab-Belle Dodge,Plymouth,Prowler,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,15001,60504-7114,Hatchback,7621856,Aurora
C_CND_015585,45115,Melanie,Male,2320000,Scrivener Performance Engineering,Dodge,Ram Van,DoubleÃ‚Â Overhead Camshaft,Auto,Black,60001,38701-8047,Hatchback,7757916,Greenville
C_CND_015586,45115,Enzo,Male,13500,Star Enterprises Inc,Oldsmobile,Cutlass,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,41001,99301-3882,Sedan,7326234,Pasco
C_CND_015587,45115,Nicolas,Male,2075000,Suburban Ford,Volkswagen,Jetta,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,69501,53546-9427,Passenger,6574130,Janesville
C_CND_015588,45115,Alicia,Male,13500,Tri-State Mack Inc,Audi,A6,DoubleÃ‚Â Overhead Camshaft,Auto,Black,14001,85257-3102,SUV,6805497,Scottsdale
C_CND_015589,45115,Johana,Male,13500,U-Haul CO,Oldsmobile,Cutlass,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,46001,78758-7841,Sedan,8160401,Austin
C_CND_015590,45115,Zoe,Male,3650000,Buddy Storbeck's Diesel Service Inc,Mitsubishi,3000GT,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,19001,06457-3834,Sedan,8875173,Middletown
C_CND_015591,45115,Louanne,Male,5355000,C & M Motors Inc,Nissan,Altima,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,20501,60504-7114,Hatchback,7328581,Aurora
C_CND_015592,45115,Lucas,Female,1329000,Capitol KIA,BMW,528i,Overhead Camshaft,Manual,Pale White,29901,38701-8047,SUV,6240828,Greenville
C_CND_015593,45115,Sarah,Female,901000,Chrysler of Tri-Cities,Honda,Accord,Overhead Camshaft,Manual,Black,43001,99301-3882,Sedan,6788051,Pasco
C_CND_015594,45115,Ines,Male,1156000,Chrysler Plymouth,Volvo,V70,DoubleÃ‚Â Overhead Camshaft,Auto,Black,39601,53546-9427,Passenger,6275901,Janesville
C_CND_015595,45115,Ilona,Male,13500,Classic Chevy,Ford,Taurus,Overhead Camshaft,Manual,Black,69001,85257-3102,SUV,6352615,Scottsdale
C_CND_015596,45115,Selena,Male,13500,Race Car Help,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,29000,78758-7841,Hardtop,7537731,Austin
C_CND_015597,45115,Hershel,Male,1200000,Enterprise Rent A Car,BMW,528i,Overhead Camshaft,Manual,Pale White,16000,60504-7114,SUV,7533550,Aurora
C_CND_015598,45115,Hershy,Male,1410000,Gartner Buick Hyundai Saab,Hyundai,Sonata,Overhead Camshaft,Manual,Pale White,21000,38701-8047,SUV,6350859,Greenville
C_CND_015599,45115,Hillel,Male,980000,Hatfield Volkswagen,Dodge,Ram Van,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,15000,99301-3882,Hatchback,8148423,Pasco
C_CND_015600,45115,Annabel,Female,13500,Clay Johnson Auto Sales,Chevrolet,Malibu,DoubleÃ‚Â Overhead Camshaft,Auto,Black,16001,78758-7841,Hardtop,7595114,Austin
C_CND_015601,45115,Hugo,Male,1320000,McKinney Dodge Chrysler Jeep,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25000,85257-3102,SUV,7792734,Scottsdale
C_CND_015602,45115,Arianna,Female,2225000,Gartner Buick Hyundai Saab,Infiniti,I30,Overhead Camshaft,Manual,Pale White,22501,38701-8047,Hardtop,8465965,Greenville
C_CND_015603,45115,Ian,Male,13500,Nebo Chevrolet,Toyota,Camry,Overhead Camshaft,Manual,Black,29000,06457-3834,Hatchback,6024462,Middletown
C_CND_015604,45115,Ariel,Male,13500,Hatfield Volkswagen,Plymouth,Breeze,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,39001,99301-3882,Hardtop,8471047,Pasco
C_CND_015605,45115,Imran,Male,1408000,Pars Auto Sales,Volkswagen,Passat,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,31800,38701-8047,Hatchback,6446787,Greenville
C_CND_015606,45115,Isaac,Female,1900000,Pitre Buick-Pontiac-Gmc of Scottsdale,Lincoln,Navigator,DoubleÃ‚Â Overhead Camshaft,Auto,Black,19000,99301-3882,Sedan,6349463,Pasco
